분류,세분류,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,
분류,세분류,사례수,친구,배우자/파트너,자녀,그외 가족/친지,직장동료,부모님,"가족, 친지","친구, 연인",기타,사례수,친구,배우자/파트너,자녀,그외 가족/친지,직장동료,부모님,"가족, 친지","친구, 연인",기타,사례수,친구,배우자/파트너,자녀,그외 가족/친지,직장동료,부모님,"가족, 친지","친구, 연인",기타,사례수,친구,배우자/파트너,자녀,그외 가족/친지,직장동료,부모님,"가족, 친지","친구, 연인",기타,사례수,친구,배우자/파트너,자녀,그외 가족/친지,직장동료,부모님,"가족, 친지","친구, 연인",기타,사례수,친구,배우자/파트너,자녀,그외 가족/친지,직장동료,부모님,"가족, 친지","친구, 연인",기타,사례수,친구,배우자/파트너,자녀,그외 가족/친지,직장동료,부모님,"가족, 친지","친구, 연인",기타,사례수,친구,배우자/파트너,자녀,그외 가족/친지,직장동료,부모님,"가족, 친지","친구, 연인",기타,
국가,러시아,,28.8,35.1,14.1,9.5,18.5,8.1,,,2.2,,27.8,35,3.5,12.6,23.9,8.5,,,1.4,,,,,,16.9,,55.9,27.8,0.2,,,,,,19.4,,45.9,34.3,1,139,,,,,23,,45.9,32.6,0.7,83,,,,,15,,31.9,53.5,0,86,,,,,11,,62.8,26.4,0.4,105,,,,,16.3,,63.5,23,0,
국가,중동,,19.7,27.5,12.6,16,25,15.6,,,3,,17.3,26.6,15.6,18.4,25.5,15.2,,,1.4,,,,,,24,,58.6,18.4,0,,,,,,24.2,,55.3,20.6,0.7,108,,,,,16.9,,64.9,19.8,1.5,69,,,,,22.8,,18.8,59.3,0,84,,,,,31.5,,48.2,22.5,0,52,,,,,16,,51.4,35.4,0,
국가,중앙아시아,,17.3,26.1,11.7,16.3,26.2,15.8,,,3.9,,,,,,,,,,,,,,,,22.9,,56.8,20.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국가,GCC,,14.7,37,23.4,29.6,20.1,16.4,,,0,,,,,,,,,,,,,,,,7.6,,77.8,19.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국가,기타중동,,28.9,23.7,6.4,5,26,14.6,,,3.1,,,,,,,,,,,,,,,,39.7,,48.1,12.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국가,인도,,16.2,19.3,11.3,6.1,59.3,6.7,,,1.2,,21.3,17.1,10.6,3.5,55.6,6.5,,,2.3,,,,,,58.6,,20.8,19.5,1.5,,,,,,67.5,,17.8,14.8,0.3,34,,,,,62.9,,19.6,19.1,0.8,23,,,,,60.4,,9.4,32,0,26,,,,,61,,30.5,8.5,0,26,,,,,55.8,,30.2,11,3.7,
국가,필리핀,,27.1,36.9,15.8,29.4,16.5,11.6,,,1.7,,28.3,31.4,15.6,24.8,16.5,16.2,,,1.5,,,,,,10.5,,60.7,30.2,0.3,,,,,,10.2,,60.6,30.1,1.2,236,,,,,11.3,,58.4,35.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국가,인도네시아,,30.4,25.6,20.6,20.9,19.1,10.5,,,2.5,,22.5,17.1,10.5,18.1,38.4,10.1,,,0.7,,,,,,21.7,,52.8,26.8,0.1,,,,,,29.5,,42.2,29,1.1,163,,,,,25.1,,54.2,25.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국가,베트남,,22.6,20.9,10.7,13.7,41.4,12,,,2.7,,29.6,16.3,9.3,11.6,37.1,7.3,,,0.7,,,,,,15.8,,53.3,31.3,0.3,,,,,,16.1,,64.7,20.4,0.3,223,,,,,18.2,,56.5,28.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국가,몽골,,20.5,29,13.9,14.1,23.2,12.8,,,1.1,,21.5,33.9,7.2,19.8,6.6,20,,,0.5,,,,,,10.7,,75.9,13,0.5,,,,,,4.2,,76.7,18.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국가,기타,,27.6,40.7,11.3,12.1,13.1,10.2,,,2.1,,30.6,28,6.5,10.2,22.2,9.6,,,1.6,,,,,,17.8,,47.3,35.4,1.5,,,,,,29.3,,34.6,34.6,1.9,376,,,,,24.5,,44.2,33.5,0,538,,,,,22.5,,33.6,47.1,0.3,612,,,,,30.2,,49.9,22.3,0,401,,,,,30.1,,43.2,29,0.8,
성별,남성,,28,40.9,13.4,11.3,21.8,7.8,,,1.2,,27,36.9,13.3,10.4,25.1,8.5,,,1.5,,,,,,23.5,,46.9,30.9,0.7,,,,,,22.1,,48.3,31,0.6,3726,,,,,22.6,,46,33.2,0.5,3367,,,,,18.2,,36.3,48.1,0.3,3671,,,,,23.3,,49.1,29.6,0,3522,,,,,20.7,,46.5,36.5,0.1,
성별,여성,,51.1,20.2,14.3,13.9,7.4,10,,,0.6,,47,20,14.5,15.9,7.8,10.7,,,0.9,,,,,,8.7,,47.3,44.8,0.6,,,,,,7.3,,48.8,45.4,0.3,5418,,,,,7,,43.1,51.9,0.3,5697,,,,,8.5,,50.4,43.3,0.1,5476,,,,,10.3,,45.7,46.7,0.1,5556,,,,,10.3,,44.9,49,0.1,
연령,15세~19세,,32.2,3.6,1,31.4,3,53.5,,,3.2,,38.6,3.4,3.6,28.9,2.4,48.8,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연령,20대,,63.8,12.5,0.8,11.9,6.5,11.7,,,0.7,,58.3,11.6,1,14.4,9.4,13.8,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연령,30대,,41.6,29.6,12.5,11.8,16.1,9.6,,,0.8,,37.9,29,11.3,11.8,17.7,10,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연령,40대,,31.5,35.6,25.2,12.9,18.6,6.6,,,0.8,,29.2,33.8,27.6,12.1,20.1,6.2,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연령,50대,,27.8,38.3,27,13,15.1,4.9,,,0.4,,27.1,35.2,24,13.9,15.8,4.7,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연령,60대 이상,,31.4,43.5,16.3,15.7,6,0.8,,,2.1,,29.4,42.3,20,17.1,7.6,2.1,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연령,15~20세,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,54,43.7,0.3,,,,,,2.2,,59.1,41.9,1,634,,,,,2.7,,52.6,48.1,1.6,561,,,,,3.6,,49,49.6,0.7,474,,,,,6.2,,58.7,38.9,0,576,,,,,4.7,,51.8,49,0.3,
연령,21~30세,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,34.3,56,0.5,,,,,,9.6,,35.3,55.9,0.3,3778,,,,,9.2,,35.4,57.2,0.1,4113,,,,,9.4,,55.7,37,0.2,3701,,,,,11.8,,38.9,50.8,0,3641,,,,,10.9,,37.6,55.2,0.1,
연령,31~40세,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,,41.7,40.6,0.9,,,,,,16.9,,43.7,41.3,0.3,2271,,,,,17.5,,43.8,40.9,0.3,2526,,,,,13.6,,41.6,47.9,0.1,2481,,,,,18.4,,48.3,36.5,0.2,2503,,,,,17.5,,45.2,41.2,0.1,
연령,41~50세,,,,,,,,,,,,,,,,,,,,,,,,,,19,,54.9,27.1,0.7,,,,,,17.2,,55.5,28.4,0.7,1335,,,,,21,,53.4,27.9,0.5,1078,,,,,18.4,,28.8,55.6,0.4,1319,,,,,22.4,,51.3,29.3,0.1,1246,,,,,20.4,,53.3,30.4,0.4,
