년월,광역지자체명,기초지자체명,광역지자체 방문자 수,기초지자체 방문자 수
2023-01,강원특별자치도,강릉시,131525,14874
2023-01,강원특별자치도,고성군,131525,7651
2023-01,강원특별자치도,동해시,131525,8471
2023-01,강원특별자치도,삼척시,131525,7702
2023-01,강원특별자치도,속초시,131525,11936
2023-01,강원특별자치도,양구군,131525,328
2023-01,강원특별자치도,양양군,131525,7670
2023-01,강원특별자치도,영월군,131525,1096
2023-01,강원특별자치도,원주시,131525,12096
2023-01,강원특별자치도,인제군,131525,2984
2023-01,강원특별자치도,정선군,131525,4768
2023-01,강원특별자치도,철원군,131525,816
2023-01,강원특별자치도,춘천시,131525,43674
2023-01,강원특별자치도,태백시,131525,1052
2023-01,강원특별자치도,평창군,131525,17726
2023-01,강원특별자치도,홍천군,131525,15424
2023-01,강원특별자치도,화천군,131525,9272
2023-01,강원특별자치도,횡성군,131525,6942
2023-01,경기도,가평군,769541,35275
2023-01,경기도,고양시,769541,60711
2023-01,경기도,과천시,769541,4588
2023-01,경기도,광명시,769541,11898
2023-01,경기도,광주시,769541,22777
2023-01,경기도,구리시,769541,8085
2023-01,경기도,군포시,769541,10776
2023-01,경기도,김포시,769541,48970
2023-01,경기도,남양주시,769541,26986
2023-01,경기도,동두천시,769541,5964
2023-01,경기도,부천시,769541,29732
2023-01,경기도,성남시,769541,49614
2023-01,경기도,수원시,769541,62372
2023-01,경기도,시흥시,769541,35833
2023-01,경기도,안산시,769541,72008
2023-01,경기도,안성시,769541,21368
2023-01,경기도,안양시,769541,18582
2023-01,경기도,양주시,769541,9905
2023-01,경기도,양평군,769541,13516
2023-01,경기도,여주시,769541,10308
2023-01,경기도,연천군,769541,1515
2023-01,경기도,오산시,769541,12144
2023-01,경기도,용인시,769541,62105
2023-01,경기도,의왕시,769541,8253
2023-01,경기도,의정부시,769541,12314
2023-01,경기도,이천시,769541,23132
2023-01,경기도,파주시,769541,32983
2023-01,경기도,평택시,769541,92510
2023-01,경기도,포천시,769541,15057
2023-01,경기도,하남시,769541,12133
2023-01,경기도,화성시,769541,83558
2023-01,경상남도,거제시,266632,62302
2023-01,경상남도,거창군,266632,2008
2023-01,경상남도,고성군,266632,3605
2023-01,경상남도,김해시,266632,28553
2023-01,경상남도,남해군,266632,26860
2023-01,경상남도,밀양시,266632,7217
2023-01,경상남도,사천시,266632,5294
2023-01,경상남도,산청군,266632,2662
2023-01,경상남도,양산시,266632,15934
2023-01,경상남도,의령군,266632,1342
2023-01,경상남도,진주시,266632,8684
2023-01,경상남도,창녕군,266632,10541
2023-01,경상남도,창원시,266632,65039
2023-01,경상남도,통영시,266632,82509
2023-01,경상남도,하동군,266632,2561
2023-01,경상남도,함안군,266632,4279
2023-01,경상남도,함양군,266632,1985
2023-01,경상남도,합천군,266632,1321
2023-01,경상북도,경산시,145193,13476
2023-01,경상북도,경주시,145193,36761
2023-01,경상북도,고령군,145193,2623
2023-01,경상북도,구미시,145193,14239
2023-01,경상북도,김천시,145193,5567
2023-01,경상북도,문경시,145193,3093
2023-01,경상북도,봉화군,145193,448
2023-01,경상북도,상주시,145193,4076
2023-01,경상북도,성주군,145193,3978
2023-01,경상북도,안동시,145193,3352
2023-01,경상북도,영덕군,145193,13282
2023-01,경상북도,영양군,145193,311
2023-01,경상북도,영주시,145193,1937
2023-01,경상북도,영천시,145193,5441
2023-01,경상북도,예천군,145193,948
2023-01,경상북도,울릉군,145193,13168
2023-01,경상북도,울진군,145193,13569
2023-01,경상북도,의성군,145193,1530
2023-01,경상북도,청도군,145193,3131
2023-01,경상북도,청송군,145193,582
2023-01,경상북도,칠곡군,145193,9853
2023-01,경상북도,포항시,145193,36499
2023-01,광주광역시,광산구,32188,15710
2023-01,광주광역시,남구,32188,3010
2023-01,광주광역시,동구,32188,3119
2023-01,광주광역시,북구,32188,7578
2023-01,광주광역시,서구,32188,10484
2023-01,경상북도,군위군,62959,1774
2023-01,대구광역시,남구,62959,4549
2023-01,대구광역시,달서구,62959,14414
2023-01,대구광역시,달성군,62959,11052
2023-01,대구광역시,동구,62959,21749
2023-01,대구광역시,북구,62959,11286
2023-01,대구광역시,서구,62959,3729
2023-01,대구광역시,수성구,62959,9981
2023-01,대구광역시,중구,62959,13372
2023-01,대전광역시,대덕구,37073,5568
2023-01,대전광역시,동구,37073,8762
2023-01,대전광역시,서구,37073,12042
2023-01,대전광역시,유성구,37073,15951
2023-01,대전광역시,중구,37073,6538
2023-01,부산광역시,강서구,325980,116492
2023-01,부산광역시,금정구,325980,11984
2023-01,부산광역시,기장군,325980,44563
2023-01,부산광역시,남구,325980,46794
2023-01,부산광역시,동구,325980,37029
2023-01,부산광역시,동래구,325980,7455
2023-01,부산광역시,부산진구,325980,50664
2023-01,부산광역시,북구,325980,5926
2023-01,부산광역시,사상구,325980,11949
2023-01,부산광역시,사하구,325980,36967
2023-01,부산광역시,서구,325980,33408
2023-01,부산광역시,수영구,325980,17392
2023-01,부산광역시,연제구,325980,12887
2023-01,부산광역시,영도구,325980,56970
2023-01,부산광역시,중구,325980,50397
2023-01,부산광역시,해운대구,325980,53176
2023-01,서울특별시,강남구,1181600,189100
2023-01,서울특별시,강동구,1181600,18784
2023-01,서울특별시,강북구,1181600,11217
2023-01,서울특별시,강서구,1181600,88550
2023-01,서울특별시,관악구,1181600,24736
2023-01,서울특별시,광진구,1181600,38937
2023-01,서울특별시,구로구,1181600,31696
2023-01,서울특별시,금천구,1181600,16946
2023-01,서울특별시,노원구,1181600,14056
2023-01,서울특별시,도봉구,1181600,6564
2023-01,서울특별시,동대문구,1181600,44235
2023-01,서울특별시,동작구,1181600,32072
2023-01,서울특별시,마포구,1181600,246967
2023-01,서울특별시,서대문구,1181600,82269
2023-01,서울특별시,서초구,1181600,89909
2023-01,서울특별시,성동구,1181600,61194
2023-01,서울특별시,성북구,1181600,30882
2023-01,서울특별시,송파구,1181600,75830
2023-01,서울특별시,양천구,1181600,17228
2023-01,서울특별시,영등포구,1181600,79150
2023-01,서울특별시,용산구,1181600,161975
2023-01,서울특별시,은평구,1181600,19203
2023-01,서울특별시,종로구,1181600,236941
2023-01,서울특별시,중구,1181600,513808
2023-01,서울특별시,중랑구,1181600,15658
2023-01,세종특별자치시,세종특별자치시,9903,9902
2023-01,울산광역시,남구,117333,29749
2023-01,울산광역시,동구,117333,34128
2023-01,울산광역시,북구,117333,61958
2023-01,울산광역시,울주군,117333,29331
2023-01,울산광역시,중구,117333,3804
2023-01,인천광역시,강화군,607696,6020
2023-01,인천광역시,계양구,607696,13985
2023-01,인천광역시,남동구,607696,33993
2023-01,인천광역시,동구,607696,4139
2023-01,인천광역시,미추홀구,607696,21864
2023-01,인천광역시,부평구,607696,23186
2023-01,인천광역시,서구,607696,34262
2023-01,인천광역시,연수구,607696,49075
2023-01,인천광역시,옹진군,607696,67998
2023-01,인천광역시,중구,607696,442564
2023-01,전라남도,강진군,225096,2224
2023-01,전라남도,고흥군,225096,5025
2023-01,전라남도,곡성군,225096,856
2023-01,전라남도,광양시,225096,31836
2023-01,전라남도,구례군,225096,1335
2023-01,전라남도,나주시,225096,4587
2023-01,전라남도,담양군,225096,2632
2023-01,전라남도,목포시,225096,12706
2023-01,전라남도,무안군,225096,3970
2023-01,전라남도,보성군,225096,2002
2023-01,전라남도,순천시,225096,6188
2023-01,전라남도,신안군,225096,66706
2023-01,전라남도,여수시,225096,79550
2023-01,전라남도,영광군,225096,5821
2023-01,전라남도,영암군,225096,10931
2023-01,전라남도,완도군,225096,26599
2023-01,전라남도,장성군,225096,2785
2023-01,전라남도,장흥군,225096,1059
2023-01,전라남도,진도군,225096,23844
2023-01,전라남도,함평군,225096,2394
2023-01,전라남도,해남군,225096,9157
2023-01,전라남도,화순군,225096,1871
2023-01,전북특별자치도,고창군,84867,2837
2023-01,전북특별자치도,군산시,84867,40325
2023-01,전북특별자치도,김제시,84867,4228
2023-01,전북특별자치도,남원시,84867,1748
2023-01,전북특별자치도,무주군,84867,1736
2023-01,전북특별자치도,부안군,84867,13174
2023-01,전북특별자치도,순창군,84867,608
2023-01,전북특별자치도,완주군,84867,5181
2023-01,전북특별자치도,익산시,84867,9603
2023-01,전북특별자치도,임실군,84867,948
2023-01,전북특별자치도,장수군,84867,901
2023-01,전북특별자치도,전주시,84867,15808
2023-01,전북특별자치도,정읍시,84867,4875
2023-01,전북특별자치도,진안군,84867,605
2023-01,제주특별자치도,서귀포시,138180,57118
2023-01,제주특별자치도,제주시,138180,111576
2023-01,충청남도,계룡시,149010,794
2023-01,충청남도,공주시,149010,8064
2023-01,충청남도,금산군,149010,3446
2023-01,충청남도,논산시,149010,9101
2023-01,충청남도,당진시,149010,22398
2023-01,충청남도,보령시,149010,13028
2023-01,충청남도,부여군,149010,2828
2023-01,충청남도,서산시,149010,15797
2023-01,충청남도,서천군,149010,3283
2023-01,충청남도,아산시,149010,35531
2023-01,충청남도,예산군,149010,4029
2023-01,충청남도,천안시,149010,33163
2023-01,충청남도,청양군,149010,1382
2023-01,충청남도,태안군,149010,19366
2023-01,충청남도,홍성군,149010,3813
2023-01,충청북도,괴산군,83605,2810
2023-01,충청북도,단양군,83605,1062
2023-01,충청북도,보은군,83605,1086
2023-01,충청북도,영동군,83605,1727
2023-01,충청북도,옥천군,83605,2549
2023-01,충청북도,음성군,83605,18034
2023-01,충청북도,제천시,83605,3166
2023-01,충청북도,증평군,83605,1791
2023-01,충청북도,진천군,83605,18098
2023-01,충청북도,청주시,83605,30875
2023-01,충청북도,충주시,83605,8398
2023-02,강원특별자치도,강릉시,115731,12631
2023-02,강원특별자치도,고성군,115731,8942
2023-02,강원특별자치도,동해시,115731,9445
2023-02,강원특별자치도,삼척시,115731,7100
2023-02,강원특별자치도,속초시,115731,11990
2023-02,강원특별자치도,양구군,115731,461
2023-02,강원특별자치도,양양군,115731,5896
2023-02,강원특별자치도,영월군,115731,981
2023-02,강원특별자치도,원주시,115731,12173
2023-02,강원특별자치도,인제군,115731,2907
2023-02,강원특별자치도,정선군,115731,2814
2023-02,강원특별자치도,철원군,115731,972
2023-02,강원특별자치도,춘천시,115731,39743
2023-02,강원특별자치도,태백시,115731,942
2023-02,강원특별자치도,평창군,115731,13119
2023-02,강원특별자치도,홍천군,115731,14112
2023-02,강원특별자치도,화천군,115731,474
2023-02,강원특별자치도,횡성군,115731,6614
2023-02,경기도,가평군,835648,33238
2023-02,경기도,고양시,835648,60739
2023-02,경기도,과천시,835648,4490
2023-02,경기도,광명시,835648,14471
2023-02,경기도,광주시,835648,21624
2023-02,경기도,구리시,835648,9045
2023-02,경기도,군포시,835648,13149
2023-02,경기도,김포시,835648,46883
2023-02,경기도,남양주시,835648,28747
2023-02,경기도,동두천시,835648,7250
2023-02,경기도,부천시,835648,32150
2023-02,경기도,성남시,835648,55154
2023-02,경기도,수원시,835648,69099
2023-02,경기도,시흥시,835648,43615
2023-02,경기도,안산시,835648,78775
2023-02,경기도,안성시,835648,23416
2023-02,경기도,안양시,835648,20541
2023-02,경기도,양주시,835648,12384
2023-02,경기도,양평군,835648,12657
2023-02,경기도,여주시,835648,11839
2023-02,경기도,연천군,835648,2096
2023-02,경기도,오산시,835648,14895
2023-02,경기도,용인시,835648,62516
2023-02,경기도,의왕시,835648,11039
2023-02,경기도,의정부시,835648,11724
2023-02,경기도,이천시,835648,25246
2023-02,경기도,파주시,835648,40249
2023-02,경기도,평택시,835648,104860
2023-02,경기도,포천시,835648,16499
2023-02,경기도,하남시,835648,13449
2023-02,경기도,화성시,835648,100206
2023-02,경상남도,거제시,299173,71133
2023-02,경상남도,거창군,299173,1857
2023-02,경상남도,고성군,299173,2774
2023-02,경상남도,김해시,299173,33509
2023-02,경상남도,남해군,299173,25821
2023-02,경상남도,밀양시,299173,9183
2023-02,경상남도,사천시,299173,6407
2023-02,경상남도,산청군,299173,3185
2023-02,경상남도,양산시,299173,17862
2023-02,경상남도,의령군,299173,1474
2023-02,경상남도,진주시,299173,10141
2023-02,경상남도,창녕군,299173,10617
2023-02,경상남도,창원시,299173,73989
2023-02,경상남도,통영시,299173,92492
2023-02,경상남도,하동군,299173,2827
2023-02,경상남도,함안군,299173,6210
2023-02,경상남도,함양군,299173,2282
2023-02,경상남도,합천군,299173,1319
2023-02,경상북도,경산시,181829,16094
2023-02,경상북도,경주시,181829,40771
2023-02,경상북도,고령군,181829,2775
2023-02,경상북도,구미시,181829,20180
2023-02,경상북도,김천시,181829,6548
2023-02,경상북도,문경시,181829,3480
2023-02,경상북도,봉화군,181829,367
2023-02,경상북도,상주시,181829,5237
2023-02,경상북도,성주군,181829,4175
2023-02,경상북도,안동시,181829,3862
2023-02,경상북도,영덕군,181829,16460
2023-02,경상북도,영양군,181829,517
2023-02,경상북도,영주시,181829,2241
2023-02,경상북도,영천시,181829,6868
2023-02,경상북도,예천군,181829,1301
2023-02,경상북도,울릉군,181829,18597
2023-02,경상북도,울진군,181829,16010
2023-02,경상북도,의성군,181829,2167
2023-02,경상북도,청도군,181829,2769
2023-02,경상북도,청송군,181829,574
2023-02,경상북도,칠곡군,181829,10368
2023-02,경상북도,포항시,181829,57075
2023-02,광주광역시,광산구,34525,17788
2023-02,광주광역시,남구,34525,3745
2023-02,광주광역시,동구,34525,3606
2023-02,광주광역시,북구,34525,6943
2023-02,광주광역시,서구,34525,10669
2023-02,경상북도,군위군,62043,2525
2023-02,대구광역시,남구,62043,5116
2023-02,대구광역시,달서구,62043,15551
2023-02,대구광역시,달성군,62043,12605
2023-02,대구광역시,동구,62043,19452
2023-02,대구광역시,북구,62043,10093
2023-02,대구광역시,서구,62043,4097
2023-02,대구광역시,수성구,62043,8434
2023-02,대구광역시,중구,62043,11974
2023-02,대전광역시,대덕구,42482,7367
2023-02,대전광역시,동구,42482,10487
2023-02,대전광역시,서구,42482,12685
2023-02,대전광역시,유성구,42482,18868
2023-02,대전광역시,중구,42482,6849
2023-02,부산광역시,강서구,345615,132639
2023-02,부산광역시,금정구,345615,11477
2023-02,부산광역시,기장군,345615,50147
2023-02,부산광역시,남구,345615,54040
2023-02,부산광역시,동구,345615,35401
2023-02,부산광역시,동래구,345615,6128
2023-02,부산광역시,부산진구,345615,49318
2023-02,부산광역시,북구,345615,5734
2023-02,부산광역시,사상구,345615,12544
2023-02,부산광역시,사하구,345615,37558
2023-02,부산광역시,서구,345615,37866
2023-02,부산광역시,수영구,345615,17276
2023-02,부산광역시,연제구,345615,10594
2023-02,부산광역시,영도구,345615,50214
2023-02,부산광역시,중구,345615,50709
2023-02,부산광역시,해운대구,345615,55482
2023-02,서울특별시,강남구,1296856,225418
2023-02,서울특별시,강동구,1296856,19188
2023-02,서울특별시,강북구,1296856,10517
2023-02,서울특별시,강서구,1296856,112450
2023-02,서울특별시,관악구,1296856,26194
2023-02,서울특별시,광진구,1296856,42425
2023-02,서울특별시,구로구,1296856,43757
2023-02,서울특별시,금천구,1296856,20627
2023-02,서울특별시,노원구,1296856,13185
2023-02,서울특별시,도봉구,1296856,6624
2023-02,서울특별시,동대문구,1296856,51924
2023-02,서울특별시,동작구,1296856,32341
2023-02,서울특별시,마포구,1296856,263406
2023-02,서울특별시,서대문구,1296856,87989
2023-02,서울특별시,서초구,1296856,108453
2023-02,서울특별시,성동구,1296856,70453
2023-02,서울특별시,성북구,1296856,33136
2023-02,서울특별시,송파구,1296856,77319
2023-02,서울특별시,양천구,1296856,17542
2023-02,서울특별시,영등포구,1296856,96355
2023-02,서울특별시,용산구,1296856,182402
2023-02,서울특별시,은평구,1296856,18761
2023-02,서울특별시,종로구,1296856,267863
2023-02,서울특별시,중구,1296856,581824
2023-02,서울특별시,중랑구,1296856,13910
2023-02,세종특별자치시,세종특별자치시,12422,12421
2023-02,울산광역시,남구,137938,37521
2023-02,울산광역시,동구,137938,39374
2023-02,울산광역시,북구,137938,75745
2023-02,울산광역시,울주군,137938,34982
2023-02,울산광역시,중구,137938,3564
2023-02,인천광역시,강화군,623221,5715
2023-02,인천광역시,계양구,623221,16524
2023-02,인천광역시,남동구,623221,31619
2023-02,인천광역시,동구,623221,5428
2023-02,인천광역시,미추홀구,623221,21064
2023-02,인천광역시,부평구,623221,23662
2023-02,인천광역시,서구,623221,35462
2023-02,인천광역시,연수구,623221,55612
2023-02,인천광역시,옹진군,623221,83849
2023-02,인천광역시,중구,623221,437457
2023-02,전라남도,강진군,242351,2694
2023-02,전라남도,고흥군,242351,4734
2023-02,전라남도,곡성군,242351,1195
2023-02,전라남도,광양시,242351,28705
2023-02,전라남도,구례군,242351,886
2023-02,전라남도,나주시,242351,4856
2023-02,전라남도,담양군,242351,2749
2023-02,전라남도,목포시,242351,12162
2023-02,전라남도,무안군,242351,5224
2023-02,전라남도,보성군,242351,2925
2023-02,전라남도,순천시,242351,8157
2023-02,전라남도,신안군,242351,81131
2023-02,전라남도,여수시,242351,85410
2023-02,전라남도,영광군,242351,6819
2023-02,전라남도,영암군,242351,12458
2023-02,전라남도,완도군,242351,32764
2023-02,전라남도,장성군,242351,2528
2023-02,전라남도,장흥군,242351,1572
2023-02,전라남도,진도군,242351,29166
2023-02,전라남도,함평군,242351,2065
2023-02,전라남도,해남군,242351,10617
2023-02,전라남도,화순군,242351,1868
2023-02,전북특별자치도,고창군,106214,4249
2023-02,전북특별자치도,군산시,106214,54216
2023-02,전북특별자치도,김제시,106214,4561
2023-02,전북특별자치도,남원시,106214,2681
2023-02,전북특별자치도,무주군,106214,1476
2023-02,전북특별자치도,부안군,106214,14877
2023-02,전북특별자치도,순창군,106214,391
2023-02,전북특별자치도,완주군,106214,6366
2023-02,전북특별자치도,익산시,106214,11612
2023-02,전북특별자치도,임실군,106214,1436
2023-02,전북특별자치도,장수군,106214,1561
2023-02,전북특별자치도,전주시,106214,17342
2023-02,전북특별자치도,정읍시,106214,3874
2023-02,전북특별자치도,진안군,106214,1068
2023-02,제주특별자치도,서귀포시,146752,60478
2023-02,제주특별자치도,제주시,146752,116532
2023-02,충청남도,계룡시,162331,575
2023-02,충청남도,공주시,162331,8241
2023-02,충청남도,금산군,162331,3668
2023-02,충청남도,논산시,162331,8857
2023-02,충청남도,당진시,162331,24275
2023-02,충청남도,보령시,162331,14065
2023-02,충청남도,부여군,162331,3641
2023-02,충청남도,서산시,162331,16480
2023-02,충청남도,서천군,162331,4663
2023-02,충청남도,아산시,162331,34858
2023-02,충청남도,예산군,162331,4354
2023-02,충청남도,천안시,162331,39949
2023-02,충청남도,청양군,162331,1436
2023-02,충청남도,태안군,162331,21587
2023-02,충청남도,홍성군,162331,4723
2023-02,충청북도,괴산군,94841,3657
2023-02,충청북도,단양군,94841,1048
2023-02,충청북도,보은군,94841,1598
2023-02,충청북도,영동군,94841,1648
2023-02,충청북도,옥천군,94841,2566
2023-02,충청북도,음성군,94841,21798
2023-02,충청북도,제천시,94841,3131
2023-02,충청북도,증평군,94841,2029
2023-02,충청북도,진천군,94841,17303
2023-02,충청북도,청주시,94841,36513
2023-02,충청북도,충주시,94841,10261
2023-03,강원특별자치도,강릉시,98048,14293
2023-03,강원특별자치도,고성군,98048,7212
2023-03,강원특별자치도,동해시,98048,8667
2023-03,강원특별자치도,삼척시,98048,7426
2023-03,강원특별자치도,속초시,98048,13341
2023-03,강원특별자치도,양구군,98048,458
2023-03,강원특별자치도,양양군,98048,7817
2023-03,강원특별자치도,영월군,98048,1232
2023-03,강원특별자치도,원주시,98048,12333
2023-03,강원특별자치도,인제군,98048,3510
2023-03,강원특별자치도,정선군,98048,1713
2023-03,강원특별자치도,철원군,98048,1562
2023-03,강원특별자치도,춘천시,98048,33258
2023-03,강원특별자치도,태백시,98048,866
2023-03,강원특별자치도,평창군,98048,7293
2023-03,강원특별자치도,홍천군,98048,8769
2023-03,강원특별자치도,화천군,98048,511
2023-03,강원특별자치도,횡성군,98048,3800
2023-03,경기도,가평군,756122,29638
2023-03,경기도,고양시,756122,61745
2023-03,경기도,과천시,756122,5044
2023-03,경기도,광명시,756122,13004
2023-03,경기도,광주시,756122,19292
2023-03,경기도,구리시,756122,8744
2023-03,경기도,군포시,756122,9387
2023-03,경기도,김포시,756122,41936
2023-03,경기도,남양주시,756122,25321
2023-03,경기도,동두천시,756122,9674
2023-03,경기도,부천시,756122,27912
2023-03,경기도,성남시,756122,59191
2023-03,경기도,수원시,756122,61325
2023-03,경기도,시흥시,756122,32914
2023-03,경기도,안산시,756122,62667
2023-03,경기도,안성시,756122,21114
2023-03,경기도,안양시,756122,17996
2023-03,경기도,양주시,756122,12855
2023-03,경기도,양평군,756122,7347
2023-03,경기도,여주시,756122,11264
2023-03,경기도,연천군,756122,2313
2023-03,경기도,오산시,756122,12607
2023-03,경기도,용인시,756122,63611
2023-03,경기도,의왕시,756122,9442
2023-03,경기도,의정부시,756122,9949
2023-03,경기도,이천시,756122,19015
2023-03,경기도,파주시,756122,36909
2023-03,경기도,평택시,756122,102685
2023-03,경기도,포천시,756122,16898
2023-03,경기도,하남시,756122,10996
2023-03,경기도,화성시,756122,84315
2023-03,경상남도,거제시,258971,59679
2023-03,경상남도,거창군,258971,1754
2023-03,경상남도,고성군,258971,3090
2023-03,경상남도,김해시,258971,29760
2023-03,경상남도,남해군,258971,18329
2023-03,경상남도,밀양시,258971,7925
2023-03,경상남도,사천시,258971,5435
2023-03,경상남도,산청군,258971,2730
2023-03,경상남도,양산시,258971,17162
2023-03,경상남도,의령군,258971,1251
2023-03,경상남도,진주시,258971,9680
2023-03,경상남도,창녕군,258971,6042
2023-03,경상남도,창원시,258971,72176
2023-03,경상남도,통영시,258971,72221
2023-03,경상남도,하동군,258971,3666
2023-03,경상남도,함안군,258971,6526
2023-03,경상남도,함양군,258971,2843
2023-03,경상남도,합천군,258971,1353
2023-03,경상북도,경산시,176727,13220
2023-03,경상북도,경주시,176727,41354
2023-03,경상북도,고령군,176727,3370
2023-03,경상북도,구미시,176727,18919
2023-03,경상북도,김천시,176727,6903
2023-03,경상북도,문경시,176727,5172
2023-03,경상북도,봉화군,176727,779
2023-03,경상북도,상주시,176727,5419
2023-03,경상북도,성주군,176727,4786
2023-03,경상북도,안동시,176727,4949
2023-03,경상북도,영덕군,176727,12959
2023-03,경상북도,영양군,176727,701
2023-03,경상북도,영주시,176727,2984
2023-03,경상북도,영천시,176727,6914
2023-03,경상북도,예천군,176727,1594
2023-03,경상북도,울릉군,176727,14941
2023-03,경상북도,울진군,176727,12896
2023-03,경상북도,의성군,176727,2008
2023-03,경상북도,청도군,176727,2882
2023-03,경상북도,청송군,176727,1000
2023-03,경상북도,칠곡군,176727,11652
2023-03,경상북도,포항시,176727,50717
2023-03,광주광역시,광산구,32521,16794
2023-03,광주광역시,남구,32521,2958
2023-03,광주광역시,동구,32521,4001
2023-03,광주광역시,북구,32521,8010
2023-03,광주광역시,서구,32521,8531
2023-03,경상북도,군위군,64119,2465
2023-03,대구광역시,남구,64119,5356
2023-03,대구광역시,달서구,64119,15053
2023-03,대구광역시,달성군,64119,12404
2023-03,대구광역시,동구,64119,20604
2023-03,대구광역시,북구,64119,12077
2023-03,대구광역시,서구,64119,4200
2023-03,대구광역시,수성구,64119,10497
2023-03,대구광역시,중구,64119,12806
2023-03,대전광역시,대덕구,42757,6876
2023-03,대전광역시,동구,42757,11788
2023-03,대전광역시,서구,42757,12643
2023-03,대전광역시,유성구,42757,19643
2023-03,대전광역시,중구,42757,6305
2023-03,부산광역시,강서구,387482,135031
2023-03,부산광역시,금정구,387482,14381
2023-03,부산광역시,기장군,387482,48588
2023-03,부산광역시,남구,387482,60409
2023-03,부산광역시,동구,387482,59195
2023-03,부산광역시,동래구,387482,7757
2023-03,부산광역시,부산진구,387482,67312
2023-03,부산광역시,북구,387482,6647
2023-03,부산광역시,사상구,387482,17493
2023-03,부산광역시,사하구,387482,42942
2023-03,부산광역시,서구,387482,43374
2023-03,부산광역시,수영구,387482,27386
2023-03,부산광역시,연제구,387482,11027
2023-03,부산광역시,영도구,387482,63213
2023-03,부산광역시,중구,387482,77821
2023-03,부산광역시,해운대구,387482,83672
2023-03,서울특별시,강남구,1434333,267009
2023-03,서울특별시,강동구,1434333,18901
2023-03,서울특별시,강북구,1434333,10591
2023-03,서울특별시,강서구,1434333,125258
2023-03,서울특별시,관악구,1434333,25676
2023-03,서울특별시,광진구,1434333,40422
2023-03,서울특별시,구로구,1434333,41371
2023-03,서울특별시,금천구,1434333,19063
2023-03,서울특별시,노원구,1434333,12915
2023-03,서울특별시,도봉구,1434333,6202
2023-03,서울특별시,동대문구,1434333,48329
2023-03,서울특별시,동작구,1434333,33436
2023-03,서울특별시,마포구,1434333,291124
2023-03,서울특별시,서대문구,1434333,93503
2023-03,서울특별시,서초구,1434333,125387
2023-03,서울특별시,성동구,1434333,73831
2023-03,서울특별시,성북구,1434333,31248
2023-03,서울특별시,송파구,1434333,90913
2023-03,서울특별시,양천구,1434333,18629
2023-03,서울특별시,영등포구,1434333,106748
2023-03,서울특별시,용산구,1434333,239738
2023-03,서울특별시,은평구,1434333,18651
2023-03,서울특별시,종로구,1434333,335393
2023-03,서울특별시,중구,1434333,706186
2023-03,서울특별시,중랑구,1434333,12075
2023-03,세종특별자치시,세종특별자치시,12821,12820
2023-03,울산광역시,남구,120261,38715
2023-03,울산광역시,동구,120261,36304
2023-03,울산광역시,북구,120261,58183
2023-03,울산광역시,울주군,120261,30241
2023-03,울산광역시,중구,120261,3706
2023-03,인천광역시,강화군,643395,7313
2023-03,인천광역시,계양구,643395,15126
2023-03,인천광역시,남동구,643395,27542
2023-03,인천광역시,동구,643395,4144
2023-03,인천광역시,미추홀구,643395,15283
2023-03,인천광역시,부평구,643395,19294
2023-03,인천광역시,서구,643395,31051
2023-03,인천광역시,연수구,643395,50620
2023-03,인천광역시,옹진군,643395,71426
2023-03,인천광역시,중구,643395,485614
2023-03,전라남도,강진군,196691,1547
2023-03,전라남도,고흥군,196691,5481
2023-03,전라남도,곡성군,196691,821
2023-03,전라남도,광양시,196691,24268
2023-03,전라남도,구례군,196691,1121
2023-03,전라남도,나주시,196691,4770
2023-03,전라남도,담양군,196691,2277
2023-03,전라남도,목포시,196691,10066
2023-03,전라남도,무안군,196691,4358
2023-03,전라남도,보성군,196691,3022
2023-03,전라남도,순천시,196691,6362
2023-03,전라남도,신안군,196691,60415
2023-03,전라남도,여수시,196691,69911
2023-03,전라남도,영광군,196691,7648
2023-03,전라남도,영암군,196691,10068
2023-03,전라남도,완도군,196691,26194
2023-03,전라남도,장성군,196691,1762
2023-03,전라남도,장흥군,196691,1600
2023-03,전라남도,진도군,196691,22942
2023-03,전라남도,함평군,196691,1792
2023-03,전라남도,해남군,196691,8904
2023-03,전라남도,화순군,196691,1548
2023-03,전북특별자치도,고창군,93633,4298
2023-03,전북특별자치도,군산시,93633,40392
2023-03,전북특별자치도,김제시,93633,4124
2023-03,전북특별자치도,남원시,93633,2787
2023-03,전북특별자치도,무주군,93633,1379
2023-03,전북특별자치도,부안군,93633,12999
2023-03,전북특별자치도,순창군,93633,641
2023-03,전북특별자치도,완주군,93633,7775
2023-03,전북특별자치도,익산시,93633,11248
2023-03,전북특별자치도,임실군,93633,1503
2023-03,전북특별자치도,장수군,93633,969
2023-03,전북특별자치도,전주시,93633,20924
2023-03,전북특별자치도,정읍시,93633,3897
2023-03,전북특별자치도,진안군,93633,1158
2023-03,제주특별자치도,서귀포시,169413,78563
2023-03,제주특별자치도,제주시,169413,136568
2023-03,충청남도,계룡시,143135,708
2023-03,충청남도,공주시,143135,9091
2023-03,충청남도,금산군,143135,3901
2023-03,충청남도,논산시,143135,8067
2023-03,충청남도,당진시,143135,20727
2023-03,충청남도,보령시,143135,12152
2023-03,충청남도,부여군,143135,4119
2023-03,충청남도,서산시,143135,13762
2023-03,충청남도,서천군,143135,4245
2023-03,충청남도,아산시,143135,30367
