연도,지역수준,광역시도,시군구,지역코드,통합시군구여부,대상,업종,소비지출액_천원,전체업종_소비지출액_천원,자료화면
2025,시군구,전라남도,여수시,46130,N,외국인,숙박업,1934831,7156217,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전라남도,영광군,46870,N,외국인,숙박업,323231,1734369,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전라남도,영암군,46830,N,외국인,숙박업,238080,679288,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전라남도,완도군,46890,N,외국인,숙박업,102320,312382,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전라남도,장성군,46880,N,외국인,숙박업,767,178687,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전라남도,장흥군,46800,N,외국인,숙박업,3890,172026,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전라남도,진도군,46900,N,외국인,숙박업,89085,212701,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전라남도,함평군,46860,N,외국인,숙박업,367,135844,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전라남도,해남군,46820,N,외국인,숙박업,24900,317037,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전라남도,화순군,46790,N,외국인,숙박업,3333,415180,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,광역시도,경상북도,,47,,외국인,숙박업,14148795,82053336,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,경산시,47290,N,외국인,숙박업,97009,13300684,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,경주시,47130,N,외국인,숙박업,8368629,26864315,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,고령군,47830,N,외국인,숙박업,818,118138,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,구미시,47190,N,외국인,숙박업,1536986,11912567,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,김천시,47150,N,외국인,숙박업,434970,1510301,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,문경시,47280,N,외국인,숙박업,486782,1110577,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,봉화군,47920,N,외국인,숙박업,350,68530,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,상주시,47250,N,외국인,숙박업,18776,577153,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,성주군,47840,N,외국인,숙박업,23369,236509,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,안동시,47170,N,외국인,숙박업,780306,2968436,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,영덕군,47770,N,외국인,숙박업,16993,558192,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,영양군,47760,N,외국인,숙박업,45,48347,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,영주시,47210,N,외국인,숙박업,70774,576927,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,영천시,47230,N,외국인,숙박업,47086,990764,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,예천군,47900,N,외국인,숙박업,13817,213106,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,울릉군,47940,N,외국인,숙박업,43511,178586,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,울진군,47930,N,외국인,숙박업,214767,733086,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,의성군,47730,N,외국인,숙박업,15369,333980,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,청도군,47820,N,외국인,숙박업,2107,221306,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,청송군,47750,N,외국인,숙박업,34508,159271,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,칠곡군,47850,N,외국인,숙박업,68158,6265623,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,포항시,47110,Y,외국인,숙박업,1873662,13106939,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,포항시 남구,47111,N,외국인,숙박업,658724,6778701,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상북도,포항시 북구,47113,N,외국인,숙박업,1214939,6328237,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,광역시도,경상남도,,48,,외국인,숙박업,17750772,76304794,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,거제시,48310,N,외국인,숙박업,4189410,15713335,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,거창군,48880,N,외국인,숙박업,9873,257205,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,고성군,48820,N,외국인,숙박업,6595,259096,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,김해시,48250,N,외국인,숙박업,863908,12330936,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,남해군,48840,N,외국인,숙박업,197940,1229923,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,밀양시,48270,N,외국인,숙박업,274366,687861,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,사천시,48240,N,외국인,숙박업,602641,1751917,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,산청군,48860,N,외국인,숙박업,1210,200108,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,양산시,48330,N,외국인,숙박업,632002,4530713,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,의령군,48720,N,외국인,숙박업,7204,50781,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,진주시,48170,N,외국인,숙박업,1205678,4889828,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,창녕군,48740,N,외국인,숙박업,250735,584588,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,창원시,48120,Y,외국인,숙박업,9076600,30829416,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,창원시 마산합포구,48125,N,외국인,숙박업,84263,2786747,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,창원시 마산회원구,48127,N,외국인,숙박업,112282,1292898,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,창원시 성산구,48123,N,외국인,숙박업,8005292,20673245,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,창원시 의창구,48121,N,외국인,숙박업,324866,1757785,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,창원시 진해구,48129,N,외국인,숙박업,549898,4318741,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,통영시,48220,N,외국인,숙박업,227402,1774046,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,하동군,48850,N,외국인,숙박업,27020,334657,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,함안군,48730,N,외국인,숙박업,149074,471168,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,함양군,48870,N,외국인,숙박업,12094,156736,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,경상남도,합천군,48890,N,외국인,숙박업,17022,252482,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,광역시도,제주특별자치도,,50,,외국인,숙박업,56244633,450333175,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,제주특별자치도,서귀포시,50130,N,외국인,숙박업,44785970,143471320,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,제주특별자치도,제주시,50110,N,외국인,숙박업,11458663,306861855,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,광역시도,강원특별자치도,,51,,외국인,숙박업,18054922,67299240,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,강릉시,51150,N,외국인,숙박업,2960310,10670136,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,고성군,51820,N,외국인,숙박업,665218,1213655,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,동해시,51170,N,외국인,숙박업,94119,1579650,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,삼척시,51230,N,외국인,숙박업,139634,980032,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,속초시,51210,N,외국인,숙박업,2665492,9367754,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,양구군,51800,N,외국인,숙박업,22777,100467,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,양양군,51830,N,외국인,숙박업,2145793,3468522,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,영월군,51750,N,외국인,숙박업,125471,327759,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,원주시,51130,N,외국인,숙박업,407573,6489003,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,인제군,51810,N,외국인,숙박업,15812,547751,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,정선군,51770,N,외국인,숙박업,1489902,2083687,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,철원군,51780,N,외국인,숙박업,42666,280531,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,춘천시,51110,N,외국인,숙박업,377744,12782078,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,태백시,51190,N,외국인,숙박업,12216,349434,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,평창군,51760,N,외국인,숙박업,6119560,10675862,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,홍천군,51720,N,외국인,숙박업,562704,5265818,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,화천군,51790,N,외국인,숙박업,2755,78508,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,강원특별자치도,횡성군,51730,N,외국인,숙박업,205175,1038591,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,광역시도,전북특별자치도,,52,,외국인,숙박업,4452822,41166799,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,고창군,52790,N,외국인,숙박업,29964,470328,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,군산시,52130,N,외국인,숙박업,2218260,16629983,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,김제시,52210,N,외국인,숙박업,14290,286115,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,남원시,52190,N,외국인,숙박업,93293,549798,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,무주군,52730,N,외국인,숙박업,11442,400720,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,부안군,52800,N,외국인,숙박업,46196,369105,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,순창군,52770,N,외국인,숙박업,2930,87084,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,완주군,52710,N,외국인,숙박업,326458,2040412,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,익산시,52140,N,외국인,숙박업,429190,3122099,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,임실군,52750,N,외국인,숙박업,175,77113,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,장수군,52740,N,외국인,숙박업,2272,35388,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,전주시,52110,Y,외국인,숙박업,1251083,16443352,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,전주시 덕진구,52113,N,외국인,숙박업,121649,4296761,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,전주시 완산구,52111,N,외국인,숙박업,1129434,12146590,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,정읍시,52180,N,외국인,숙박업,27048,534336,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
2025,시군구,전북특별자치도,진안군,52720,N,외국인,숙박업,221,120966,외래객 지역별 방한현황 > 관광소비 > 외국인 업종별 신용카드 관광소비 추이
